pid,title,tranform,other Element to Look For,HighLevelCollectionName
tufts:13604,Untited.,ArtBatchTransform: 2015-04-15T11:57:33.706-04:00,displaysIn:Trove,Trove
tufts:13605,Untitled (Mirror Cube).,ArtBatchTransform: 2015-04-15T11:57:33.706-04:00,displaysIn:Trove,Trove
tufts:13592,Hurling Colors.,ArtBatchTransform: 2015-04-15T11:57:33.706-04:00,displaysIn:Trove,Trove
tufts:13590,Yard.,ArtBatchTransform: 2015-04-15T11:57:33.706-04:00,displaysIn:Trove,Trove
tufts:13593,Canyon.,ArtBatchTransform: 2015-04-15T11:57:33.706-04:00,displaysIn:Trove,Trove
tufts:13616,"Untitled\, from the Tree of Life Series.",ArtBatchTransform: 2015-04-15T11:57:33.706-04:00,displaysIn:Trove,Trove
tufts:13610,No Title.,ArtBatchTransform: 2015-04-15T11:57:33.706-04:00,displaysIn:Trove,Trove
tufts:13613,Personal Appearance #3.,ArtBatchTransform: 2015-04-15T11:57:33.706-04:00,displaysIn:Trove,Trove
tufts:13600,"Just Say What it is that Makes Today's Homes So Different\, So Appealing?",ArtBatchTransform: 2015-04-15T11:57:33.706-04:00,displaysIn:Trove,Trove
tufts:13591,Sky Cathedral.,ArtBatchTransform: 2015-04-15T11:57:33.706-04:00,displaysIn:Trove,Trove
tufts:13601,"Standard Station\, Amarillo\, Texas.",ArtBatchTransform: 2015-04-15T11:57:33.706-04:00,displaysIn:Trove,Trove
tufts:13596,Brillo Soap Pads Box.,ArtBatchTransform: 2015-04-15T11:57:33.706-04:00,displaysIn:Trove,Trove
tufts:13594,Target with Plaster Casts.,ArtBatchTransform: 2015-04-15T11:57:33.706-04:00,displaysIn:Trove,Trove
tufts:13606,Lipstick (Ascending) on Caterpillar Tracks.,ArtBatchTransform: 2015-04-15T11:57:33.706-04:00,displaysIn:Trove,Trove
tufts:13609,Self-Portrait as a Fountain.,ArtBatchTransform: 2015-04-15T11:57:33.706-04:00,displaysIn:Trove,Trove
tufts:13607,How to Explain Pictures to a Dead Hare.,ArtBatchTransform: 2015-04-15T11:57:33.706-04:00,displaysIn:Trove,Trove
tufts:13608,One in Three Chairs.,ArtBatchTransform: 2015-04-15T11:57:33.706-04:00,displaysIn:Trove,Trove
tufts:13603,Oh Jeff…I love you too…But….,ArtBatchTransform: 2015-04-15T11:57:33.706-04:00,displaysIn:Trove,Trove
tufts:13611,Burnt Piece.,ArtBatchTransform: 2015-04-15T11:57:33.706-04:00,displaysIn:Trove,Trove
tufts:13623,Chandelier Mori.,ArtBatchTransform: 2015-04-15T13:02:21.268-04:00,displaysIn:Trove,Trove
tufts:13619,VB35 Performance.,ArtBatchTransform: 2015-04-15T13:02:21.268-04:00,displaysIn:Trove,Trove
tufts:13624,People Paid to Have Their Hair Dyed Blond.,ArtBatchTransform: 2015-04-15T13:02:21.268-04:00,displaysIn:Trove,Trove
tufts:13620,Untitled.,ArtBatchTransform: 2015-04-15T13:02:21.268-04:00,displaysIn:Trove,Trove
tufts:13625,Darkytown Rebellion.,ArtBatchTransform: 2015-04-15T13:02:21.268-04:00,displaysIn:Trove,Trove
tufts:13621,Multiplexed.,ArtBatchTransform: 2015-04-15T13:02:21.268-04:00,displaysIn:Trove,Trove
tufts:13622,Cremaster 3: Mahbyn.,ArtBatchTransform: 2015-04-15T13:02:21.268-04:00,displaysIn:Trove,Trove
tufts:13617,How to Blow Up Two Heads at Once (Ladies).,ArtBatchTransform: 2015-04-15T13:02:21.268-04:00,displaysIn:Trove,Trove
tufts:13618,China Monument: Temple of Heaven.,ArtBatchTransform: 2015-04-15T13:02:21.268-04:00,displaysIn:Trove,Trove
tufts:13626,"Massachusetts Institute of Technology Chapel\, Cambridge\, Massachusetts (plan).",ArtBatchTransform: 2015-04-16T10:05:48.279-04:00,displaysIn:Trove,Trove
tufts:13627,"Ray and Maria Stata Center\, Massachusetts Institute of Technology\, Cambridge\, Massachusetts (interior view).",ArtBatchTransform: 2015-04-16T10:05:48.279-04:00,displaysIn:Trove,Trove
tufts:13628,"Ray and Maria Stata Center\, Massachusetts Institute of Technology\, Cambridge\, Massachusetts (exterior view).",ArtBatchTransform: 2015-04-16T10:05:48.279-04:00,displaysIn:Trove,Trove
tufts:13631,Mr. and Mrs. Andrew without Heads.,ArtBatchTransform: 2015-04-16T10:05:48.279-04:00,displaysIn:Trove,Trove
tufts:13632,The Swing (after Fragonard).,ArtBatchTransform: 2015-04-16T10:05:48.279-04:00,displaysIn:Trove,Trove
tufts:13633,Scramble for Africa.,ArtBatchTransform: 2015-04-16T10:05:48.279-04:00,displaysIn:Trove,Trove
tufts:13640,Stadia II.,ArtBatchTransform: 2015-04-16T10:05:48.279-04:00,displaysIn:Trove,Trove
tufts:13634,"Massachusetts Institute of Technology Chapel\, Cambridge\, Massachusetts (interior view).",ArtBatchTransform: 2015-04-16T10:05:48.279-04:00,displaysIn:Trove,Trove
tufts:13638,Peak Project.,ArtBatchTransform: 2015-04-16T10:05:48.279-04:00,displaysIn:Trove,Trove
tufts:13641,Dusasa I.,ArtBatchTransform: 2015-04-16T10:05:48.279-04:00,displaysIn:Trove,Trove
tufts:13639,Between Heaven and Earth.,ArtBatchTransform: 2015-04-16T10:05:48.279-04:00,displaysIn:Trove,Trove
tufts:13629,"Massachusetts Institute of Technology Chapel\, Cambridge\, Massachusetts (interior view).",ArtBatchTransform: 2015-04-16T10:05:48.279-04:00,displaysIn:Trove,Trove
tufts:13630,"Massachusetts Institute of Technology Chapel\, Cambridge\, Massachusetts (exterior view).",ArtBatchTransform: 2015-04-16T10:05:48.279-04:00,displaysIn:Trove,Trove
tufts:13635,"Les Femmes du Maroc\, #1.",ArtBatchTransform: 2015-04-16T10:05:48.279-04:00,displaysIn:Trove,Trove
tufts:13637,Dusasa I.,ArtBatchTransform: 2015-04-16T10:05:48.279-04:00,displaysIn:Trove,Trove
tufts:13636,Les Femmes du Maroc - The Grand Odalisque.,ArtBatchTransform: 2015-04-16T10:05:48.279-04:00,displaysIn:Trove,Trove
tufts:13651,Untitled Film Still # 13.,ArtBatchTransform: 2015-04-16T10:53:03.878-04:00,displaysIn:Trove,Trove
tufts:13652,Untitled Film Still # 35.,ArtBatchTransform: 2015-04-16T10:53:03.878-04:00,displaysIn:Trove,Trove
tufts:13653,Untitled Film Still # 15.,ArtBatchTransform: 2015-04-16T10:53:03.878-04:00,displaysIn:Trove,Trove
tufts:13649,"Ed Ruscha Says Goodbye to College Joys\, (Artforum\, 1967).",ArtBatchTransform: 2015-04-16T10:53:03.878-04:00,displaysIn:Trove,Trove
tufts:13646,Automatic Drawing.,ArtBatchTransform: 2015-04-16T10:53:03.878-04:00,displaysIn:Trove,Trove
tufts:13650,Untitled Film Still # 3.,ArtBatchTransform: 2015-04-16T10:53:03.878-04:00,displaysIn:Trove,Trove
tufts:13642,Photo-Booth Self-Portrait.,ArtBatchTransform: 2015-04-16T10:53:03.878-04:00,displaysIn:Trove,Trove
tufts:13644,"Campbell's Soup Cans\, 1962 (Ferus Gallery\, Los Angeles).",ArtBatchTransform: 2015-04-16T10:53:03.878-04:00,displaysIn:Trove,Trove
tufts:13645,Woman II.,ArtBatchTransform: 2015-04-16T10:53:03.878-04:00,displaysIn:Trove,Trove
tufts:13647,Campbell's Soup Cans.,ArtBatchTransform: 2015-04-16T10:53:03.878-04:00,displaysIn:Trove,Trove
tufts:13648,"Standard Station\, Amarillo\, Texas.",ArtBatchTransform: 2015-04-16T10:53:03.878-04:00,displaysIn:Trove,Trove
tufts:13643,Woman VII.,ArtBatchTransform: 2015-04-16T10:53:03.878-04:00,displaysIn:Trove,Trove
tufts:13654,"Untitled (I Shop\, Therefore I Am).",ArtBatchTransform: 2015-04-16T10:53:03.878-04:00,displaysIn:Trove,Trove
tufts:13655,Ozone Layer and Yam Mounds.,ArtBatchTransform: 2015-04-16T11:52:38.643-04:00,displaysIn:Trove,Trove
tufts:13676,"Vietnam Veterans Memorial\, Washington\, D.C..",ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13680,"""Untitled"" (Loverboy).",ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13675,Tilted Arc.,ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13670,Tar Beach (Part I from the Women on a Bridge Series).,ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13677,Piss Christ.,ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13679,The Holy Virgin Mary.,ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13671,The Divison of the Barrios (Detail from the Great Wall of Los Angeles).,ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13657,Seagram Building.,ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13673,Mashall Many Mansions.,ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13669,Stereo Styles.,ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13672,The Artifact Piece.,ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13664,The Advantages of Being a Woman Artist.,ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13662,"Model of the AT&T Corporate Headquarters\, New York.",ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13674,Pink Panther.,ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13663,Heath of the Brandenburg March.,ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13658,Solomon R. Guggenheim Museum.,ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13659,Spiral Jetty.,ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13668,Untitled (Your Gaze Hits the Side of My Face).,ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13667,Untitled Film Still #21.,ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13666,"Man Shot Down (1) Erschossener (1) from October 18\, 1977.",ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13665,Horn Players.,ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13661,"Trans World Airlines (TWA) Terminal\, John F. Kennedy Airport\, New York.",ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13660,"The Gates\, Central Park\, New York.",ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13678,Mother and Child (Divided).,ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13656,"Vanna Venturi House\, Chestnut Hill (plan).",ArtBatchTransform: 2015-04-17T07:56:16.774-04:00,displaysIn:Trove,Trove
tufts:13699,My Nurse and I.,ArtBatchTransform: 2015-04-17T11:14:05.066-04:00,displaysIn:Trove,Trove
tufts:13682,Hand of Amado Galvan.,ArtBatchTransform: 2015-04-17T11:14:05.066-04:00,displaysIn:Trove,Trove
tufts:13697,Flower Connection.,ArtBatchTransform: 2015-04-17T11:14:05.066-04:00,displaysIn:Trove,Trove
tufts:13692,Woman at the Well.,ArtBatchTransform: 2015-04-17T11:14:05.066-04:00,displaysIn:Trove,Trove
tufts:13694,"The Cosmography of Modern Mexico\, Detail of Distribution of Land.",ArtBatchTransform: 2015-04-17T11:14:05.066-04:00,displaysIn:Trove,Trove
tufts:13693,Hernán Cortes and Malinche.,ArtBatchTransform: 2015-04-17T11:14:05.066-04:00,displaysIn:Trove,Trove
tufts:13685,"The Last Judgment\, Arena Chapel (Cappella Scrovegni)\, Padua.",ArtBatchTransform: 2015-04-17T11:14:05.066-04:00,displaysIn:Trove,Trove
tufts:13687,Feast of the Black Christ of Chalma.,ArtBatchTransform: 2015-04-17T11:14:05.066-04:00,displaysIn:Trove,Trove
tufts:13686,Indian Girl.,ArtBatchTransform: 2015-04-17T11:14:05.066-04:00,displaysIn:Trove,Trove
tufts:13688,Zapatistas at Rest.,ArtBatchTransform: 2015-04-17T11:14:05.066-04:00,displaysIn:Trove,Trove
tufts:13700,"Mexico Yesterday\, Today and Tomorrow.",ArtBatchTransform: 2015-04-17T11:14:05.066-04:00,displaysIn:Trove,Trove
tufts:13698,"National Palace\, Mexico City.",ArtBatchTransform: 2015-04-17T11:14:05.066-04:00,displaysIn:Trove,Trove
tufts:13695,"The Cosmography of Modern Mexico\, Detail of The Arsenal: Distribution of Arms.",ArtBatchTransform: 2015-04-17T11:14:05.066-04:00,displaysIn:Trove,Trove
tufts:13690,Battle of San Romano.,ArtBatchTransform: 2015-04-17T11:14:05.066-04:00,displaysIn:Trove,Trove
tufts:13683,Tres Ollas de Oaxaca.,ArtBatchTransform: 2015-04-17T11:14:05.066-04:00,displaysIn:Trove,Trove
tufts:13696,"The Cosmography of Modern Mexico\, general view.",ArtBatchTransform: 2015-04-17T11:14:05.066-04:00,displaysIn:Trove,Trove
tufts:13691,Massacre in the Temple Mayor.,ArtBatchTransform: 2015-04-17T11:14:05.066-04:00,displaysIn:Trove,Trove
tufts:13681,Las Artes Populares en Mexico.,ArtBatchTransform: 2015-04-17T11:14:05.066-04:00,displaysIn:Trove,Trove
tufts:13689,Zapatista Landscape: The Guerrilla.,ArtBatchTransform: 2015-04-17T11:14:05.066-04:00,displaysIn:Trove,Trove
tufts:13684,Creation.,ArtBatchTransform: 2015-04-17T11:14:05.066-04:00,displaysIn:Trove,Trove
tufts:13709,Hong Kong & Shanghai Bank.,ArtBatchTransform: 2015-04-17T11:52:04.097-04:00,displaysIn:Trove,Trove
tufts:13711,"Electonic Superhighway\, Continental U.S.",ArtBatchTransform: 2015-04-17T11:52:04.097-04:00,displaysIn:Trove,Trove
tufts:13707,Vitra Fire Station.,ArtBatchTransform: 2015-04-17T11:52:04.097-04:00,displaysIn:Trove,Trove
tufts:13712,The Crossing.,ArtBatchTransform: 2015-04-17T11:52:04.097-04:00,displaysIn:Trove,Trove
tufts:13706,Green Painting IV.,ArtBatchTransform: 2015-04-17T11:52:04.097-04:00,displaysIn:Trove,Trove
tufts:13713,The Sun.,ArtBatchTransform: 2015-04-17T11:52:04.097-04:00,displaysIn:Trove,Trove
tufts:13708,"Untitled\, From Color Me Series.",ArtBatchTransform: 2015-04-17T11:52:04.097-04:00,displaysIn:Trove,Trove
tufts:13705,Untitled (Hands).,ArtBatchTransform: 2015-04-17T11:52:04.097-04:00,displaysIn:Trove,Trove
tufts:13714,"After ""Invisible Man"" by Raph Ellison\, The Preface.",ArtBatchTransform: 2015-04-17T11:52:04.097-04:00,displaysIn:Trove,Trove
tufts:13710,"Guggenheim Museum\, Biblao.",ArtBatchTransform: 2015-04-17T11:52:04.097-04:00,displaysIn:Trove,Trove
tufts:13704,Rebellious Silence.,ArtBatchTransform: 2015-04-17T11:52:04.097-04:00,displaysIn:Trove,Trove
tufts:13703,Homeless Vehicle.,ArtBatchTransform: 2015-04-17T11:52:04.097-04:00,displaysIn:Trove,Trove
tufts:13702,House.,ArtBatchTransform: 2015-04-17T11:52:04.097-04:00,displaysIn:Trove,Trove
tufts:13701,Untitled.,ArtBatchTransform: 2015-04-17T11:52:04.097-04:00,displaysIn:Trove,Trove
tufts:13722,Liberation of Aunt Jemima.,ArtBatchTransform: 2015-04-22T14:49:12.919-04:00,displaysIn:Trove,Trove
tufts:13723,Liberation of Aunt Jemima.,ArtBatchTransform: 2015-04-22T14:49:12.919-04:00,displaysIn:Trove,Trove
tufts:13717,Napoleon Leading the Army Over the Alps.,ArtBatchTransform: 2015-04-22T14:49:12.919-04:00,displaysIn:Trove,Trove
tufts:13715,Five Stances for Domestic Defense.,ArtBatchTransform: 2015-04-22T14:49:12.919-04:00,displaysIn:Trove,Trove
tufts:13718,Liberation of Aunt Jemima.,ArtBatchTransform: 2015-04-22T14:49:12.919-04:00,displaysIn:Trove,Trove
tufts:13719,Liberation of Aunt Jemima.,ArtBatchTransform: 2015-04-22T14:49:12.919-04:00,displaysIn:Trove,Trove
tufts:13716,Liberation of Aunt Jemima.,ArtBatchTransform: 2015-04-22T14:49:12.919-04:00,displaysIn:Trove,Trove
tufts:13734,Skin Deep.,ArtBatchTransform: 2015-04-27T08:49:09.426-04:00,displaysIn:Trove,Trove
tufts:13735,Revolutionary (Angela Davis).,ArtBatchTransform: 2015-04-27T08:49:09.426-04:00,displaysIn:Trove,Trove
tufts:13728,Village of Yo.,ArtBatchTransform: 2015-04-27T08:49:09.426-04:00,displaysIn:Trove,Trove
tufts:13732,Wives of Sango.,ArtBatchTransform: 2015-04-27T08:49:09.426-04:00,displaysIn:Trove,Trove
tufts:13737,Windward Coast.,ArtBatchTransform: 2015-04-27T08:49:09.426-04:00,displaysIn:Trove,Trove
tufts:13727,Fetish et Fleur.,ArtBatchTransform: 2015-04-27T08:49:09.426-04:00,displaysIn:Trove,Trove
tufts:13729,"The Migration of the Negro\, Panel no. 3: In every town Negroes were leaving by the hundreds to go North and enter into Northern industry.",ArtBatchTransform: 2015-04-27T08:49:09.426-04:00,displaysIn:Trove,Trove
tufts:13736,Slavery! Slavery! Presenting a GRAND and LIFELIKE Panoramic Journey into Picturesque Southern Slavery (Sketches from Plantation Life).,ArtBatchTransform: 2015-04-27T08:49:09.426-04:00,displaysIn:Trove,Trove
tufts:13730,Barbecue.,ArtBatchTransform: 2015-04-27T08:49:09.426-04:00,displaysIn:Trove,Trove
tufts:13733,Liberation Soldiers.,ArtBatchTransform: 2015-04-27T08:49:09.426-04:00,displaysIn:Trove,Trove
tufts:13731,Conjur Woman.,ArtBatchTransform: 2015-04-27T08:49:09.426-04:00,displaysIn:Trove,Trove
tufts:13726,Ice-T.,ArtBatchTransform: 2015-04-27T08:49:09.426-04:00,displaysIn:Trove,Trove
tufts:13746,Viking Burial Site.,ArtBatchTransform: 2015-05-01T11:52:33.14-04:00,displaysIn:Trove,Trove
tufts:13747,Brooch Shaped Like a Ship.,ArtBatchTransform: 2015-05-01T11:52:33.14-04:00,displaysIn:Trove,Trove
tufts:13752,Model or Toy Boat.,ArtBatchTransform: 2015-05-01T11:52:33.14-04:00,displaysIn:Trove,Trove
tufts:13750,Model or Toy Boat.,ArtBatchTransform: 2015-05-01T11:52:33.14-04:00,displaysIn:Trove,Trove
tufts:13745,Reconstruction of Viking-Age churches.,ArtBatchTransform: 2015-05-01T11:52:33.14-04:00,displaysIn:Trove,Trove
tufts:13749,St. Olaf's Sailing Race.,ArtBatchTransform: 2015-05-01T11:52:33.14-04:00,displaysIn:Trove,Trove
tufts:13742,"Crucifix\, Christ Triumphant.",ArtBatchTransform: 2015-05-01T11:52:33.14-04:00,displaysIn:Trove,Trove
tufts:13741,Dragon Head.,ArtBatchTransform: 2015-05-01T11:52:33.14-04:00,displaysIn:Trove,Trove
tufts:13744,Dragon Head.,ArtBatchTransform: 2015-05-01T11:52:33.14-04:00,displaysIn:Trove,Trove
tufts:13743,Hedeby Coin with Ship Image.,ArtBatchTransform: 2015-05-01T11:52:33.14-04:00,displaysIn:Trove,Trove
tufts:13751,Picture Stone.,ArtBatchTransform: 2015-05-01T11:52:33.14-04:00,displaysIn:Trove,Trove
tufts:13748,Weather Vane.,ArtBatchTransform: 2015-05-01T11:52:33.14-04:00,displaysIn:Trove,Trove
tufts:13740,Reconstruction of the Oseberg Tapestry.,ArtBatchTransform: 2015-05-01T11:52:33.14-04:00,displaysIn:Trove,Trove
tufts:13814,"Cubiculum of Leonis\, Catacomb of Commodilla.",ArtBatchTransform: 2015-05-19T10:24:33.621-04:00,displaysIn:Trove,Trove
tufts:13813,"The Good Shepherd with Adam and Eve After the Fall\, from Christian House-Church\, Dura Europos.",ArtBatchTransform: 2015-05-19T10:24:33.621-04:00,displaysIn:Trove,Trove
tufts:13815,"Ark of the Covenant and Menorahs\, Jewish Catacomb\, Villa Torlonia.",ArtBatchTransform: 2015-05-19T10:24:33.621-04:00,displaysIn:Trove,Trove
tufts:13812,"Wall with Torah Niche\, from House-Synogogue\, Dura Europos.",ArtBatchTransform: 2015-05-19T10:24:33.621-04:00,displaysIn:Trove,Trove
tufts:13825,"Plan (top)\, and Section (bottom) of the Church of Santa Costanza\, Rome.",ArtBatchTransform: 2015-05-19T10:24:33.621-04:00,displaysIn:Trove,Trove
tufts:13824,The Good Shepherd.,ArtBatchTransform: 2015-05-19T10:24:33.621-04:00,displaysIn:Trove,Trove
tufts:13816,"The Good Shepherd\, Orants\, and the Story of Jonah\, Catacomb of SS. Peter and Marcellinus.",ArtBatchTransform: 2015-05-19T10:24:33.621-04:00,displaysIn:Trove,Trove
tufts:13818,"Interior\, Church of Santa Sabina.",ArtBatchTransform: 2015-05-19T10:24:33.621-04:00,displaysIn:Trove,Trove
tufts:13821,"Church of Santa Sabina\, Rome.",ArtBatchTransform: 2015-05-19T10:24:33.621-04:00,displaysIn:Trove,Trove
tufts:13819,"Reconstruction of Baptistery\, with fragments of Original Fresco\, from Christian House-Church\, Dura Europos.",ArtBatchTransform: 2015-05-19T10:24:33.621-04:00,displaysIn:Trove,Trove
tufts:13820,Harvesting of Grapes.,ArtBatchTransform: 2015-05-19T10:24:33.621-04:00,displaysIn:Trove,Trove
tufts:13811,"The Crossing of the Red Sea\, from House-Synogogue\, Dura Europos.",ArtBatchTransform: 2015-05-19T10:24:33.621-04:00,displaysIn:Trove,Trove
tufts:13823,Reconstruction Drawing of Old St. Peter's.,ArtBatchTransform: 2015-05-19T10:24:33.621-04:00,displaysIn:Trove,Trove
tufts:13822,Plan of Old St. Peter's.,ArtBatchTransform: 2015-05-19T10:24:33.621-04:00,displaysIn:Trove,Trove
tufts:13817,"Reconstruction Drawing of the Interior of Old St. Peter's\, Rome.",ArtBatchTransform: 2015-05-19T10:24:33.621-04:00,displaysIn:Trove,Trove
tufts:13826,Church of Santa Costanza.,ArtBatchTransform: 2015-05-19T10:24:33.621-04:00,displaysIn:Trove,Trove
tufts:13898,Sphinx of Taharqo.,ArtBatchTransform: 2015-06-22T12:28:16.915-04:00,displaysIn:Trove,Trove
tufts:13865,Funerary Mask of Tutankhamun.,ArtBatchTransform: 2015-06-22T12:28:16.915-04:00,displaysIn:Trove,Trove
tufts:13880,Ti watching a Hippopotamus Hunt.,ArtBatchTransform: 2015-06-22T12:28:16.915-04:00,displaysIn:Trove,Trove
tufts:13881,Hatshepsut Kneeling.,ArtBatchTransform: 2015-06-22T12:28:16.915-04:00,displaysIn:Trove,Trove
tufts:13879,"Reconstruction Drawing of the Hypostyle Hall\, Great Temple of Amun at Karnak.",ArtBatchTransform: 2015-06-22T12:28:16.915-04:00,displaysIn:Trove,Trove
tufts:13874,Stele of the Sculptor Userwer.,ArtBatchTransform: 2015-06-22T12:28:16.915-04:00,displaysIn:Trove,Trove
tufts:13892,Fish-Shaped Perfume Bottle.,ArtBatchTransform: 2015-06-22T12:28:16.915-04:00,displaysIn:Trove,Trove
tufts:13869,"Menkaure and A Queen\, Probably Khamerernebty II.",ArtBatchTransform: 2015-06-22T12:28:16.915-04:00,displaysIn:Trove,Trove
tufts:13868,Khafre.,ArtBatchTransform: 2015-06-22T12:28:16.915-04:00,displaysIn:Trove,Trove
tufts:13871,Seated Scribe.,ArtBatchTransform: 2015-06-22T12:28:16.915-04:00,displaysIn:Trove,Trove
tufts:13872,"Great Sphinx\, Funerary Complex of Khafre.",ArtBatchTransform: 2015-06-22T12:28:16.915-04:00,displaysIn:Trove,Trove
