pid,title,tranform,other Element to Look For,HighLevelCollectionName
tufts:19021,To Rotate or Not to Rotate: Strategy Flexibility in the Mental Rotation Task.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19013,Scalable Xeno-Free Expansion of Human Pluripotent Stem Cells in Stirred-Suspension Vessels and Their Differentiation into Pancreatic Progenitor Cells.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19049,Modifying the Selectivity of Zwitterionic Copolymer Membranes by Molecular Imprinting.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19041,STUDY OF THE ELASTIC BEHAVIOR OF SYNTHETIC LIGHTWEIGHT AGGREGATES (SLAs).,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19043,"Land in Trust: Preserving Farmland through Easement and Fee Simple Ownership in Urban\, Suburban and Rural Contexts.",ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19037,Pottery from the Kasserine Archaeological Survey.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19042,Fatigue Behavior of Direct Metal Laser Sintered (DMLS) Inconel 718.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19046,Using vacant land for stormwater management: prioritizing locations to maximize community benefits.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19047,"The Iran-Contra Affair and the Cold War: A ""Neat Idea"" and the Reagan Doctrine.",ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19052,Emotion Regulation and Punishment in Public Goods Experiments.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19017,The Advantage of Instability in Maintaining Function Within the Repetitive CTD of RNA Polymerase II.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19024,"Exercise\, Emotion\, and Executive Control.",ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19012,Toward a User-Friendly Stereoselective Glycosylation Strategy.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19025,3D Printed Silk Scaffolds with Riboflavin-Induced Light Curing.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19031,The Effects of Christian Religious Imagery on Anti-Black Attitudes.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19026,Civic Duty and Participation through the Lens of Oppression: Measuring Civic Engagement in a Majority Black and Low-Income Population of Students in a High School Dropout Re-engagement Program.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19030,"The Feasibility of Creating a Regional Transfer of Development Rights Program in Barnstable County\, Massachusetts.",ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19029,"Economically\, Ecologically and Socially Balanced Agriculture Practices in Northern California and New England.",ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19023,Yankees in Haiti: Boston Merchant Trade in Revolutionary Saint-Domingue.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19027,Household Bargaining Power and the Effect of Microloans.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19014,"Freaks\, Beasts\, and Gadgets: Performing Order and Disorder in Early America.",ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19009,Heat Transfer Study for Estimating Temperature Distribution inside the Sample Environment of a Helium Gas Cryocooler.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19008,Situational demands and emotional significance during language processing.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19010,Youth-serving Organizations and Contextual Moderators of Associations with Adolescents' Antisocial Behavior Trajectories.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19007,Wealth concentration in a biased asset-exchange model.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19015,Towards a Vision Zero Policy Theory: Examining Emerging Road Safety Initiatives in U.S. Cities.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19020,"Fiction\, Politics\, and Historiography: The Interwar Novels of George Orwell and Graham Greene.",ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19005,"The ""Where"" and the ""What"": Aging and Visuo-spatial Working Memory.",ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19018,Working Women's Social Exclusion from the Turkish Labor Market.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19016,Forming Alliances through Cheap Talk with Bounded Rational Agents.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19019,Biochemical and Biophysical Properties of the Cellular Microenvironment Influence the Fibrotic Response of Cardiac Fibroblasts.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19033,Child Care Use among Adolescent Mothers Enrolled in a Massachusetts Home Visiting Program.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19040,A HUMAN FACTORS APPROACH TO ENHANCE MOTIVATION TO COLLABORATE IN AN ONLINE LEARNING ENVIRONMENT.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19034,The Built Environment and Walking to School: Findings from a Student Travel Behavior Survey in Massachusetts.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19036,The Development of a Community-Based Adolescent Health Promotion Social Media Intervention.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19035,The Use of RBBC to Evaluate the Behavior of Cohesive Soils Undergoing One Cycle of Freeze-Thaw Performed under Various Stress Conditions.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19028,"""Am I Not a Woman and a Sister:"" Activist Performance in Antebellum Black Women's Literary Societies.",ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19039,Cholera Case Control Studies: A Systematic Review and Analysis.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19032,Staging As Youth Culture in Colonial-Modern Shanghai: Student Theatre from the 1890s to the 1920s.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19038,The Impact of Education on Occupational Choice in Sub-Saharan Africa-An Instrumental Variable Approach.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19022,A New Kind of Dignity: Novels of Self-Empowerment in the Neoliberal Age.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19056,Surface Reactivity of Single Atom Alloys: Model Studies Guiding the Design of Atom Efficient Nanoparticle Catalysts.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19050,Silk-based Stabilization of Biospecimens.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19011,Cross-Layer Optimization for Wireless Communication Networks.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19051,Aerosol Jet Deposited Conductors and Dielectrics for Rapid Fabrication of Heterogeneous Electronic Systems.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19066,Laughter's Fury: The Double Bind of Black Laughter.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19069,GABRA2 POINT-MUTATION: INCREASED BINGE-LIKE AND BLUNTED DEPENDENCE-INDUCING ALCOHOL DRINKING BY MICE.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19048,"More than Words: The Relations between Teacher-Child Interactions\, Classroom Context and Dual Language Learners' School Readiness.",ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19053,Measuring the Frequency Response Function of X-braced Guitar Top and Guitar.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19058,Constructing the Sensorium: Neoliberalism and Aesthetic Practice in Immersive Theatre.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19061,Systems Biology Analysis of the Fate and Effects of Endocrine Disrupting Chemicals in Models of Adipose Tissue and the Gut Microbiota.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19068,"""The Occasion of These Ruses"": The Mid-Twentieth-Century Poetic Speaker in the Works of Robert Lowell\, Frank O'Hara\, and George Oppen.",ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19060,Zwitterion-Containing Ionogel Electrolytes.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19067,Decay of Oscillating Universes.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19055,Engineering Oral Formulation of Adenosine and Parabacteroides distasonis for Suppressing Colorectal Cancer.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19063,"Accuracy\, Precision\, Cost\, and Usability of Silver Testing Methods for Ceramic Filter Factories.",ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19062,Associations among Adolescent Mothers' Environmental Stressors and their Children's Executive Function: Understanding the Role of Maternal Sensitivity.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19044,"Documenting Rehearsals for Revolution: Theory\, Practice\, and Praxis in Theatre of the Oppressed.",ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19054,Light Scattering Flow Cytometry for the Detection and Monitoring of Circulating Cancerous Cells.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19064,Cultural Improvisations: Luigi Riccoboni and the Nouveau Théâtre Italien.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19065,Statistical Bridge Damage Detection Using Temperature-Induced Strains.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19057,'The Other Member of the Band': The Impact of Physical Space on Musical Performance Within a Cambridge Bar.,ProquestProvisionalBatchTransform2016: 2017-01-17T12:14:19.45-05:00,,Electronic Theses and Dissertations
tufts:19147,"Waste not\, want not: Putting urban metabolism into practice.",ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19149,Experimental and Numerical Investigation of the Electromechanical Behavior of High Temperature Superconducting Tapes and Cables Subjected to Various Mechanical Loads.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19150,Resistance is not Futile:Discovery and development of peptide antibiotics composed of D amino acids.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19152,Metal binding and catalytic activity of macrocyclic peptides.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19151,Protein Replacement Therapy with Cationic Lipid Assisted Intracellular Delivery.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19153,Decrypting Cryptogenic Epilepsy: Machine Learning Methods for Detecting Cortical Malformations.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19155,Understanding Savings Behavior: A New Savings Typology Based on Individual Voluntary Savings Accounts.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19154,Contentious Politics and State Response: How Policy Choices Shape Crisis Behavior.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19163,"Securing the Future of Water Resources for Beirut: A Sustainability Assessment of Water Governance in Beirut\, Lebanon.",ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19160,Solar Stimulus: Perceptions of banks and credit unions towards solar loans in Massachusetts.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19161,Effects of Prototype Medium on User Feedback in Product Evaluation.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19164,Sculpting with light: light/matter interactions in biocompatible polymers.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19167,Tradeoffs between hydropower generation and environmental impacts in the Alto Magdalena River basin.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19169,The control of metamorphosis in the pollution-indicating polychaete Capitella teleta.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19168,Toward Dialogue and Reasoning Mechanisms to Enable More Natural and Socially-Appropriate Task-Based Human-Robot Interactions.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19166,Nonuniform hyperbolicity in Hilbert geometries.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19170,It's Too Darn Hot: How Rising Temperatures are Linked to Climate Change in the U.S. Print Media.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19156,Hieratic Harmonies: An Analysis of Tonal Conflict in Stravinsky's Mass.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19148,Dissolvable Silk Films for Oral Mucosal Delivery of the Antimalarial Drug Mefloquine Hydrchloride.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19157,OPTICAL MAMMOGRAPHY FOR CHARACTERIZING INTRINSIC CONTRAST OF BREAST CANCER AND ASSESSING RESPONSE TO NEOADJUVANT CHEMOTHERAPY.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19158,Postcopulatory reproductive processes: The role of female and male reproductive genes and proteins in speciation and sexual selection.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19162,Minimum Age and Developmental Capabilities Indicating Readiness for Self-Administration with Home Health Care Devices of Varying Complexities: An Empirical Investigation and Quantitative Complexity Model.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19159,The Housing Market in Egypt After the Revolution: Opportunities and Challenges for Foreign Direct Investment.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19173,Towards the Promotion of Positive Development among Youth in Challenging Contexts: A Mixed-Methods Study of Engagement in the ScoutReach Program.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19172,Minimally Invasive Silk Biomaterials for Soft Tissue Augmentation.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19174,Order and Jamming on Curved Surfaces.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19165,How do Employment Verification Mandates Impact U.S. Agriculture?.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19171,Lesbian Knowledge Production and Exchange: Pedagogical Possibilities and Archival Potential.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19175,The Public Perception of Manufacturing Careers in New England.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19176,Constructing Brasilidade in Camargo Guarnieri's Pedro Malazarte.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19178,Alaryngeal Speech Enhancement: Towards a More Natural Speech.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19181,"Secondary Textualities: Ideology\, Form\, and Performative Cinematic Authorship.",ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19177,Characterization and Applications of Micro- and Nano- Ferrites at Microwave and Millimeter Waves.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19184,Situational demands and emotional significance during language processing.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19183,Wealth concentration in a biased asset-exchange model.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19182,"The ""Where"" and the ""What"": Aging and Visuo-spatial Working Memory.",ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19186,Cross-Layer Optimization for Wireless Communication Networks.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19185,Youth-serving Organizations and Contextual Moderators of Associations with Adolescents' Antisocial Behavior Trajectories.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19188,Toward a User-Friendly Stereoselective Glycosylation Strategy.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19187,Heat Transfer Study for Estimating Temperature Distribution inside the Sample Environment of a Helium Gas Cryocooler.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19190,Scalable Xeno-Free Expansion of Human Pluripotent Stem Cells in Stirred-Suspension Vessels and Their Differentiation into Pancreatic Progenitor Cells.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19189,"Freaks\, Beasts\, and Gadgets: Performing Order and Disorder in Early America.",ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19179,The Time-Changed Q-Wiener Process and Associated Stochastic Differential Equations.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19193,Biochemical and Biophysical Properties of the Cellular Microenvironment Influence the Fibrotic Response of Cardiac Fibroblasts.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19191,Towards a Vision Zero Policy Theory: Examining Emerging Road Safety Initiatives in U.S. Cities.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19194,The Advantage of Instability in Maintaining Function Within the Repetitive CTD of RNA Polymerase II.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19196,"Fiction\, Politics\, and Historiography: The Interwar Novels of George Orwell and Graham Greene.",ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19195,Working Women's Social Exclusion from the Turkish Labor Market.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19198,"Exercise\, Emotion\, and Executive Control.",ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19192,Forming Alliances through Cheap Talk with Bounded Rational Agents.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19180,Local Homeomorphisms of a Punctured Surface.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19200,3D Printed Silk Scaffolds with Riboflavin-Induced Light Curing.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19201,Yankees in Haiti: Boston Merchant Trade in Revolutionary Saint-Domingue.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19199,A New Kind of Dignity: Novels of Self-Empowerment in the Neoliberal Age.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19197,To Rotate or Not to Rotate: Strategy Flexibility in the Mental Rotation Task.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19202,Civic Duty and Participation through the Lens of Oppression: Measuring Civic Engagement in a Majority Black and Low-Income Population of Students in a High School Dropout Re-engagement Program.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19207,The Effects of Christian Religious Imagery on Anti-Black Attitudes.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19205,"Economically\, Ecologically and Socially Balanced Agriculture Practices in Northern California and New England.",ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19204,"""Am I Not a Woman and a Sister:"" Activist Performance in Antebellum Black Women's Literary Societies.",ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19206,"The Feasibility of Creating a Regional Transfer of Development Rights Program in Barnstable County\, Massachusetts.",ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19208,Pottery from the Kasserine Archaeological Survey.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19211,Child Care Use among Adolescent Mothers Enrolled in a Massachusetts Home Visiting Program.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19210,The Built Environment and Walking to School: Findings from a Student Travel Behavior Survey in Massachusetts.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19209,Staging As Youth Culture in Colonial-Modern Shanghai: Student Theatre from the 1890s to the 1920s.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19213,The Development of a Community-Based Adolescent Health Promotion Social Media Intervention.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19212,The Use of RBBC to Evaluate the Behavior of Cohesive Soils Undergoing One Cycle of Freeze-Thaw Performed under Various Stress Conditions.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19219,"Land in Trust: Preserving Farmland through Easement and Fee Simple Ownership in Urban\, Suburban and Rural Contexts.",ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19222,Using vacant land for stormwater management: prioritizing locations to maximize community benefits.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19220,"Documenting Rehearsals for Revolution: Theory\, Practice\, and Praxis in Theatre of the Oppressed.",ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19226,Silk-based Stabilization of Biospecimens.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19225,Modifying the Selectivity of Zwitterionic Copolymer Membranes by Molecular Imprinting.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19221,MOBILIZING FOR OR AGAINST THE STATE: STATE FORMATION AND CIVIL WAR IN FOUR WEST AFRICAN STATES.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19224,"More than Words: The Relations between Teacher-Child Interactions\, Classroom Context and Dual Language Learners' School Readiness.",ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19228,Measuring the Frequency Response Function of X-braced Guitar Top and Guitar.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19223,"The Iran-Contra Affair and the Cold War: A ""Neat Idea"" and the Reagan Doctrine.",ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19227,Aerosol Jet Deposited Conductors and Dielectrics for Rapid Fabrication of Heterogeneous Electronic Systems.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19218,STUDY OF THE ELASTIC BEHAVIOR OF SYNTHETIC LIGHTWEIGHT AGGREGATES (SLAs).,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
tufts:19230,Light Scattering Flow Cytometry for the Detection and Monitoring of Circulating Cancerous Cells.,ProquestProvisionalBatchTransform2016: 2017-01-17T13:34:58.644-05:00,,Electronic Theses and Dissertations
